,title,label
386,the value of the firm forestry holdings increased by sek 3.6 bn .,1
4329,"most of the permanent layoffs will be in the plywood and sawn timber sectors of the finnish company operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",0
2235,the longterm contract is global .,1
563,lemcon signed an investment cooperation agreement with the kaluga regional administration last november .,1
3109,"s business sectors are building construction , infrastructure construction and technical building services .",2
1080,"the address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",2
2422,"bids or offers include at least 1,000 shares and the value of the shares must correspond to at least eur4 ,000 .",2
3591,"fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , wartsila corporation .",2
519,the expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,1
2532,"only l nnen tehtaat showed a loss , but it has only recently started streamlining measures .",2
3458,"with this , the company will exit the contract manufacturing service segment .",2
1804,"efore presence here also opens up new and interesting development opportunities for our students , the dean of the faculty of electronics , communications and automation at tkk said .",1
1732,"the developers of that project predict that once it is completed in april 2009 , skanssi will attract some 4.5 million visitors annually .",1
870,nordic business report26 june 2006metso corporation wins eur50m equipment order in australia 19982006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday 26 june that it has received a eur50m equipment order in australia .,1
835,"finnish consulting and engineering group poyry plc omx helsinki poy said on wednesday 1 october that it has been awarded a contract by tanqia dibba fzc as ownerengineer for the wastewater system of dibba , emirate of fujairah , uae .",1
3514,"ahlstrom corporation seppo parvi , cfo distribution main media www.ahlstrom.com ahlstrom in brief ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",2
17,"helsinki afx shares closed higher , led by nokia after it announced plans to team up with sanyo to manufacture 3g handsets , and by nokian tyres after its fourthquarter earnings report beat analysts expectations , dealers said .",1
4333,"paper companies were in negative territories , with stora enso r shedding 1.62 pct to 12.73 eur , upmkymmene down 0.80 pct at 18.64 eur and mreal b 0.18 pct lower at 5.57 eur .",0
3046,new product launches in finland will more than double from 2005 .,1
3547,cameco typically prices sales contracts using a 40 60 ratio of fixed prices and spot prices .,2
3318,the personnel s expertise and high level of technology play a major role in exel composites operations .,2
1526,"following the impact , the altima hit a utility pole , causing a live electric line to fall onto the roadway .",2
585,"theodosopoulos said tellabs could be of value to nokia siemens or nortel given its leading supply status with verizon , along with highgrowth products .",1
2126,"in middle east north africa , tecnotree has grown considerably in the recent years .",1
4631,the measures result from decreased demand in technical design and product information .,0
1028,"by implementing the software the finnish army aims to unify and improve its operations in these application areas , qpr software stated .",1
903,the group also has a strong global position in other fishing categories .,1
4364,"we have also cut our price projections for paper and packaging , an analyst with goldman sachs said on a note on monday .",0
2752,"in finland , sampo bank , now part of the danske bank group , will lay off staff from the administrative and support functions .",0
1009,"it fingerfriendly , and to my opinion , really fast .",2
1483,"tom doring has a long and successful career in the drives business , and he knows the american market .",2
2470,gypsii service supports ten different languages including korean and russian .,2
3411,there did not seem to be enough hours in a day for pekkarinen .,2
1527,from merisatama to the far corners of the world asfaltti osakeyhti lemmink inen was established in 1910 by a group of master builders in helsinki as a specialist business and subcontractor .,2
2081,"auburn sales in 2007 were cad 41 million approximately eur 27 million , and the company employs some 150 people .",2
3577,"elcoteq global service offering covers the entire lifecycle of products , from product development to aftermarket services .",2
2688,"there are currently some ten shops selling tikkurila paints in kazakhstan , and more shops will be opened continuously .",2
181,diluted earnings per share eps rose to eur 0.52 versus eur 0.09 .,1
4697,"net sales of kyro main business area , glaston technologies , a manufacturer of glass processing machines , decreased to eur 161.5 mn from eur 164.1 mn in januaryseptember 2005 .",0
2641,the initial estimated total value was 1744900 eur and the final award value was 1744900 eur .,2
3657,kaukotelko centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and group administration by the end of the year .,2
